url,credibility,description
https://checkyourfact.com/,high,right-center
https://www.chicagotribune.com/,high,right-center
https://chinadigitaltimes.net/,high,right-center
http://www.christianitytoday.com/,high,right-center
http://gazette.com/,high,right-center
http://www.columbiadailyherald.com/,high,right-center
http://crfb.org/,high,right-center
https://www.dn.se/,high,right-center
https://www.dailyherald.com/,high,right-center
https://www.mininggazette.com/,high,right-center
http://www.dailypress.com/,high,right-center
https://www.dailyo.in,high,right-center
http://www.dallasnews.com/,high,right-center
https://www.volkskrant.nl/,high,right-center
https://www.deccanchronicle.com/,high,right-center
https://www.delgazette.com/,high,right-center
https://denvergazette.com/,high,right-center
https://www.deseret.com,high,right-center
http://www.desertsun.com/,high,right-center
https://www.detroitnews.com/,high,right-center
https://www.deutschland.de/,high,right-center
https://www.diepresse.com/,high,right-center
https://www.welt.de/,high,right-center
https://www.downsizinggovernment.org,high,right-center
https://www.drudgereport.com/,high,right-center
https://www.registerherald.com/,high,right-center
https://www.ecuavisa.com/,high,right-center
https://www.edmontonexaminer.com/,high,right-center
https://edmontonjournal.com,high,right-center
https://edmontonsun.com/,high,right-center
https://www.elmundo.es/,high,right-center
http://www.eluniverso.com,high,right-center
https://www.entrepreneur.com/,high,right-center
https://eppc.org/,high,right-center
https://www.ekirikas.com/,high,right-center
https://www.expressen.se/,high,right-center
https://www.fairborndailyherald.com/,high,right-center
http://www.faithfamilyamerica.com,high,right-center
https://www.longwarjournal.org,high,right-center
https://www.financialexpress.com/,high,right-center
https://business.financialpost.com/,high,right-center
https://www.firearmsnews.com,high,right-center
https://www.firstpost.com/,high,right-center
https://www.fitchratings.com/,high,right-center
https://www.fitsnews.com/,high,right-center
https://www.forbes.com,high,right-center
https://www.fpri.org/,high,right-center
http://www.fbherald.com/,high,right-center
https://www.star-telegram.com/,high,right-center
https://fortnightlyreview.co.uk/,high,right-center
http://fortune.com/,high,right-center
https://fee.org/about/financial-data,high,right-center
https://www.foxbusiness.com/,high,right-center
https://foxillinois.com/,high,right-center
https://www.faz.net/aktuell/,high,right-center
https://dailyjournal.net/,high,right-center
http://www.sourcewatch.org/index.php/Franklin_Center_for_Government_and_Public_Integrity,high,right-center
https://www.fraserinstitute.org/,high,right-center
https://freedomalliance.org,high,right-center
https://freedomhouse.org/,high,right-center
https://www.fcnews.org/,high,right-center
https://www.mydailytribune.com/,high,right-center
https://www.geo.tv/,high,right-center
https://www.gp.se/,high,right-center
http://www.mlive.com/grand-rapids/#/0,high,right-center
https://www.greeleytribune.com,high,right-center
https://www.greenfieldreporter.com/,high,right-center
https://www.guns.com/,high,right-center
https://www.heraldsun.com.au/,high,right-center
https://www.hln.be/,high,right-center
https://hidesertstar.com/,high,right-center
https://hpenews.com/,high,right-center
http://www.thehindubusinessline.com/,high,right-center
https://honestreporting.com/,high,right-center
https://www.hoover.org/,high,right-center
http://humanprogress.org/,high,right-center
https://www.idahostatejournal.com/,high,right-center
https://www.iefimerida.gr/,high,right-center
https://inhomelandsecurity.com,high,right-center
https://www.india.com/,high,right-center
https://www.indiatimes.com/,high,right-center
https://www.indiatoday.in/,high,right-center
https://www.indiatvnews.com/,high,right-center
https://www.inforum.com,high,right-center
http://www.insidesources.com/our-company/,high,right-center
https://theihs.org/,high,right-center
https://investortimes.com/,high,right-center
https://www.independent.ie/,high,right-center
https://www.itv.com/news,high,right-center
https://www.jpost.com/,high,right-center
http://jewishbreakingnews.com,high,right-center
https://jewishjournal.com/,high,right-center
https://www.jns.org,high,right-center
https://www.justfacts.com/,high,right-center
https://www.justfactsdaily.com/,high,right-center
https://foxsanantonio.com/,high,right-center
https://wwmt.com/,high,right-center
https://katu.com/,high,right-center
https://katv.com/,high,right-center
https://bakersfieldnow.com/,high,right-center
https://www.kbsi23.com/,high,right-center
https://siouxlandnews.com/,high,right-center
https://abcstlouis.com/,high,right-center
https://kdsm17.com/,high,right-center
https://khqa.com/,high,right-center
https://www.klewtv.com/,high,right-center
https://siouxlandnews.com/,high,right-center
https://kmph.com/,high,right-center
https://knewz.com/,high,right-center
https://okcfox.com/,high,right-center
https://komonews.com/,high,right-center
http://www.koreaherald.com/,high,right-center
https://siouxlandnews.com/,high,right-center
https://siouxlandnews.com/,high,right-center
https://krcgtv.com/,high,right-center
https://foxreno.com/,high,right-center
https://news3lv.com/,high,right-center
https://ktul.com/,high,right-center
http://kutv.com/,high,right-center
https://nebraska.tv/,high,right-center
https://www.lmtonline.com,high,right-center
http://www.reviewjournal.com/,high,right-center
https://www.learnliberty.org/,high,right-center
https://www.lefigaro.fr/,high,right-center
https://www.leicestermercury.co.uk/,high,right-center
https://www.lexingtoninstitute.org/the-u-s-department-of-energys-office-of-electricity-a-discussion-with-bruce-walker-assistant-secretary/,high,right-center
https://www.libertarianism.org,high,right-center
https://listverse.com/,high,right-center
https://www.lbc.co.uk/,high,right-center
https://www.standard.co.uk/,high,right-center
https://lfpress.com,high,right-center
http://www.dailynews.com/,high,right-center
https://www.lubbockonline.com/,high,right-center
https://www.mackinac.org/,high,right-center
https://www.malaysia-today.net/,high,right-center
https://www.unionleader.com/,high,right-center
https://www.manilatimes.net,high,right-center
https://marginalrevolution.com/,high,right-center
https://www.marketwatch.com/,high,right-center
https://meaww.com/,high,right-center
https://www.mercatus.org,high,right-center
https://www.metabunk.org/,high,right-center
https://montrealgazette.com/,high,right-center
https://www.mtdemocrat.com,high,right-center
https://mynorthwest.com/,high,right-center
https://www.nationalaffairs.com,high,right-center
https://nationalinterest.org/,high,right-center
https://nationalpost.com,high,right-center
https://nos.nl,high,right-center
http://observer.com,high,right-center
https://nypost.com/,high,right-center
https://www.news.com.au/,high,right-center
http://www.news-gazette.com/,high,right-center
https://www2.nhk.or.jp/,high,right-center
https://asia.nikkei.com,high,right-center
https://nj1015.com/,high,right-center
https://www.nwaonline.com/,high,right-center
https://www.nowentertainment.net/,high,right-center
https://www.oaoa.com/,high,right-center
https://www.omaha.com/,high,right-center
https://www.opendoorsusa.org,high,right-center
https://www.ocregister.com/,high,right-center
https://www.oregonlive.com,high,right-center
https://ottawacitizen.com,high,right-center
https://ottawasun.com/,high,right-center
https://www.pacificresearch.org/,high,right-center
https://www.newsandsentinel.com/,high,right-center
https://www.peninsuladailynews.com/,high,right-center
http://www.post-gazette.com/,high,right-center
https://triblive.com/,high,right-center
https://www.policyed.org/,high,right-center
https://politisite.com/,high,right-center
http://www.postbulletin.com/,high,right-center
https://www.rstreet.org/,high,right-center
http://www.rasmussenreports.com/,high,right-center
https://www.realcleardefense.com/,high,right-center
https://www.realclearinvestigations.com/,high,right-center
https://www.realclearmarkets.com/,high,right-center
https://www.realclearpolicy.com/,high,right-center
https://www.realclearpolitics.com,high,right-center
https://www.realclearreligion.org,high,right-center
https://reason.com/,high,right-center
http://mediabiasfactcheck.com/center/,high,right-center
https://leaderpost.com,high,right-center
http://www.cato.org/regulation/,high,right-center
https://remingtonresearchgroup.com,high,right-center
https://mediabiasfactcheck.com/2017/05/31/being-more-media-savvy-wont-stop-the-spread-of-fake-news-heres-why/,high,right-center
https://www.richmond.com/,high,right-center
https://www.srnnews.com/,high,right-center
https://www.sbsun.com,high,right-center
https://thestarphoenix.com,high,right-center
https://www.savannahnow.com/,high,right-center
https://www.scoperatings.com/,high,right-center
https://sofrep.com/,high,right-center
https://www.twincities.com/,high,right-center
https://www.studentnewsdaily.com/,high,right-center
http://www.tallahassee.com/,high,right-center
http://taxfoundation.org/,high,right-center
https://www.tharawat-magazine.com/,high,right-center
https://www.algemeiner.com/,high,right-center
https://www.theamericanconservative.com,high,right-center
http://www.the-american-interest.com/,high,right-center
https://www.theaustralian.com.au/,high,right-center
https://thebrunswicknews.com/,high,right-center
https://thebulwark.com/,high,right-center
http://english.chosun.com/,high,right-center
http://thechronicleherald.ca/,high,right-center
https://citizen.co.za,high,right-center
http://www.couriermail.com.au/,high,right-center
https://thedispatch.com/,high,right-center
https://durangoherald.com,high,right-center
https://www.elkharttruth.com,high,right-center
http://www.thefiscaltimes.com/,high,right-center
http://www.thegazette.com/,high,right-center
https://www.theglobeandmail.com/,high,right-center
https://www.independent.org/,high,right-center
https://the-japan-news.com/,high,right-center
http://www.jpost.com/Jerusalem-Report,high,right-center
https://www.jewishpress.com/,high,right-center
https://www.journal-news.net/,high,right-center
https://www.theledger.com,high,right-center
https://thelibertarianrepublic.com/,high,right-center
https://nation.com.pk/,high,right-center
https://www.thenewatlantis.com/,high,right-center
https://www.thenews.com.pk/,high,right-center
https://www.theobjectivestandard.com,high,right-center
https://oklahoman.com/,high,right-center
https://pantagraph.com/,high,right-center
https://www.post-journal.com,high,right-center
http://www.pe.com/,high,right-center
https://tribtown.com/,high,right-center
https://www.thesorrentino.com,high,right-center
https://www.spectator.co.uk/,high,right-center
https://spectator.us,high,right-center
https://spectatorworld.com/,high,right-center
http://mediabiasfactcheck.com/center/,high,right-center
https://www.standardmedia.co.ke/,high,right-center
https://www.straitstimes.com,high,right-center
https://www.thestreet.com/,high,right-center
https://www.theitem.com/,high,right-center
https://www.thetimesherald.com,high,right-center
https://timesofindia.indiatimes.com,high,right-center
https://www.thetimes.co.uk/,high,right-center
https://www.washingtoninstitute.org,high,right-center
https://thewest.com.au/,high,right-center
https://www.winchesterstar.com,high,right-center
https://www.yomiuri.co.jp/,high,right-center
https://www.tnonline.com,high,right-center
https://www.timeslive.co.za/,high,right-center
https://www.toledoblade.com/,high,right-center
https://www.tovima.gr/,high,right-center
https://www.npri.org/about/,high,right-center
http://tribunnews.com,high,right-center
https://tulsaworld.com/,high,right-center
https://www.valuewalk.com/,high,right-center
http://vancouversun.com/,high,right-center
https://www.villages-news.com/,high,right-center
https://wach.com/,high,right-center
https://www.wsj.com/,high,right-center
https://www.thecentersquare.com/,high,right-center
https://www.rep-am.com/,high,right-center
https://foxbaltimore.com/,high,right-center
https://abc3340.com/,high,right-center
https://wchstv.com/,high,right-center
https://wcti12.com/,high,right-center
https://wcyb.com/,high,right-center
https://foxlexington.com/,high,right-center
https://www.weartv.com/,high,right-center
https://www.wctrib.com/,high,right-center
https://nbc25news.com/,high,right-center
https://wfxl.com/,high,right-center
https://wgme.com/,high,right-center
https://upnorthlive.com/,high,right-center
https://upnorthlive.com/,high,right-center
https://wgxa.tv/,high,right-center
https://13wham.com/,high,right-center
https://local21news.com/,high,right-center
https://www.sungazette.com,high,right-center
https://www.news-herald.com/,high,right-center
http://windsorstar.com/,high,right-center
https://wjactv.com/,high,right-center
https://turnto10.com/,high,right-center
https://wjla.com/,high,right-center
https://dayton247now.com/,high,right-center
https://local12.com/,high,right-center
https://wlos.com/,high,right-center
https://fox11online.com/,high,right-center
https://mycbs4.com/,high,right-center
https://nbc24.com/,high,right-center
https://fox56.com/,high,right-center
https://cbs12.com,high,right-center
https://fox23maine.com/,high,right-center
https://wpgh53.com/,high,right-center
https://mynbc15.com/,high,right-center
https://turnto10.com/,high,right-center
https://dayton247now.com/,high,right-center
https://wsbt.com/,high,right-center
https://wset.com/,high,right-center
https://nbc25news.com/,high,right-center
https://cnycentral.com/,high,right-center
https://kpic.com/,high,right-center
https://fox28media.com/,high,right-center
https://upnorthlive.com/,high,right-center
https://wtov9.com/,high,right-center
https://myfox28columbus.com/,high,right-center
https://foxchattanooga.com/,high,right-center
https://cnycentral.com/,high,right-center
https://wtwc40.com/,high,right-center
https://foxrochester.com/,high,right-center
https://wutv29.com/,high,right-center
https://wvah.com/,high,right-center
https://wcyb.com/,high,right-center
https://fox17.com/,high,right-center
https://yankeeinstitute.org,high,right-center
https://www.zebrafactcheck.com,high,right-center
