url,credibility,description
http://healingfoodreference.com/,low,conspiracy
https://healingoracle.ch/,low,conspiracy
https://health.news/,low,conspiracy
https://www.healthnutnews.com,low,conspiracy
https://healthrangerreport.com/,low,conspiracy
https://hsionline.com/,low,conspiracy
https://www.healthyandnaturalworld.com/,low,conspiracy
https://www.healthyfoodhouse.com/,low,conspiracy
https://www.healthy-holistic-living.com,low,conspiracy
http://herbreference.com/,low,conspiracy
https://www.higherperspectives.com/,low,conspiracy
https://homevaccineeducationnetwork.com/,low,conspiracy
https://humansarefree.com/,low,conspiracy
https://www.iceagenow.info,low,conspiracy
https://iheartintelligence.com/,low,conspiracy
http://www.informationclearinghouse.info/,low,conspiracy
http://www.infowars.com/,low,conspiracy
https://ingredients.news/,low,conspiracy
https://www.icr.org/homepage/,low,conspiracy
https://www.intellihub.com/,low,conspiracy
https://www.climatescienceinternational.org,low,conspiracy
https://www.investmentwatchblog.com/,low,conspiracy
https://theirishsentinel.com/,low,conspiracy
https://www.jedanews.com/,low,conspiracy
https://www.jesusdaily.com,low,conspiracy
https://joebiden.news/,low,conspiracy
https://www.learntherisk.org,low,conspiracy
https://leftcult.com/,low,conspiracy
https://lesmoutonsrebelles.com/,low,conspiracy
https://liberty.news,low,conspiracy
https://www.libertyplanets.com/,low,conspiracy
https://libtards.news/,low,conspiracy
https://littlethings.com/,low,conspiracy
https://www.livingwhole.org/,low,conspiracy
https://www.medicaldaily.com/,low,conspiracy
https://medicalkidnap.com/,low,conspiracy
https://www.medicalmedium.com/,low,conspiracy
http://www.medicine.news/,low,conspiracy
https://www.mercola.com/,low,conspiracy
https://modernalternativemama.com/,low,conspiracy
https://nationalfile.com/,low,conspiracy
https://nationalsecurity.news/,low,conspiracy
https://naturalmedicine.news/,low,conspiracy
https://www.naturalnews.com/,low,conspiracy
https://naturalnewsblogs.com/,low,conspiracy
https://naturalnewsradio.com/,low,conspiracy
https://naturalpedia.com/,low,conspiracy
https://www.neuronation.com/,low,conspiracy
https://notrickszone.com/,low,conspiracy
https://www.nowtheendbegins.com,low,conspiracy
http://nutrientreference.com/,low,conspiracy
https://occupyyourself.org,low,conspiracy
https://off-guardian.org,low,conspiracy
https://www.organicconsumers.org/,low,conspiracy
https://www.organicfacts.net,low,conspiracy
https://www.oye.news,low,conspiracy
https://www.pandemic.news/,low,conspiracy
https://patriots4truth.org/,low,conspiracy
https://physiciansforinformedconsent.org/,low,conspiracy
http://pollution.news/,low,conspiracy
https://prepareforchange.net,low,conspiracy
https://www.prevention.com/,low,conspiracy
https://principia-scientific.org/,low,conspiracy
https://pdmj.org/,low,conspiracy
https://www.prophecynewswatch.com/,low,conspiracy
https://qanon.pub/,low,conspiracy
https://www.randpaul.news/,low,conspiracy
https://realclimatescience.com/,low,conspiracy
https://www.redpillpodcasts.com/,low,conspiracy
https://returntonow.net/,low,conspiracy
https://www.santeplusmag.com/,low,conspiracy
https://science.news/,low,conspiracy
https://sciencevibe.com,low,conspiracy
https://skeptiko.com/,low,conspiracy
https://www.snopes.news/,low,conspiracy
https://space.news/,low,conspiracy
https://stillnessinthestorm.com/,low,conspiracy
https://www.supplementreference.com/,low,conspiracy
https://swprs.org/,low,conspiracy
https://talknetwork.com/,low,conspiracy
https://www.technocracy.news/,low,conspiracy
https://theantimedia.com/,low,conspiracy
https://theexpose.uk/,low,conspiracy
https://www.eutimes.net/,low,conspiracy
https://thefullertoninformer.com/,low,conspiracy
https://www.greanvillepost.com/,low,conspiracy
https://healthranger.com/,low,conspiracy
https://www.thehealthyamerican.org/,low,conspiracy
https://thehighwire.com/,low,conspiracy
https://www.thelibertybeacon.com/,low,conspiracy
https://themindunleashed.com/,low,conspiracy
https://thepuristonline.com/,low,conspiracy
https://therundownlive.com/,low,conspiracy
https://thetruthaboutcancer.com/,low,conspiracy
https://vermontindependent.net/,low,conspiracy
https://www.wakingtimes.com,low,conspiracy
https://www.thinkinghumanity.com/,low,conspiracy
https://thoughtcatalog.com/,low,conspiracy
https://thriveglobal.com/,low,conspiracy
https://treason.news/,low,conspiracy
https://trialsitenews.com/,low,conspiracy
https://truepundit.com/,low,conspiracy
https://vaccineimpact.com/,low,conspiracy
https://vrevealed.com/,low,conspiracy
https://vaccinesafety.info/,low,conspiracy
https://vactruth.com/,low,conspiracy
https://www.veteranstoday.com/,low,conspiracy
https://vigilantcitizen.com/,low,conspiracy
https://votefraud.news/,low,conspiracy
https://wearechange.org/,low,conspiracy
https://www.westonaprice.org/,low,conspiracy
https://www.whatreallyhappened.com/,low,conspiracy
https://www.whitehouse.news/,low,conspiracy
https://wikispooks.com/,low,conspiracy
https://www.worldaffairsbrief.com,low,conspiracy
https://worlddoctorsalliance.com/,low,conspiracy
https://www.worldhealth.net/,low,conspiracy
https://www.worldlifestyle.com/,low,conspiracy
https://www.zerohedge.com/,low,conspiracy
